ids,screen_name,followers,retweet,inreplyto, favorite,friends, listed, location,text
292368873,HotSaWceY,229,0,TomBrady,0,2457,6,"Connecticut, USA",@TomBrady @ESPNNFL I see Tom bradys face in the foundation of my house... Hes wearing a mask of course https://t.co/90uwz8vet2
8.21722E+17,CynthiaMarkey1,225,499,,0,2016,0,,"RT @Cleavon_MD: A prayer has been answered! OMG he's alive! John Place who was infected with COVID19 by his son survives. ""Wear your mask,"
1304015684,DidierPittet,13046,3,,10,405,229,"Geneva, Switzerland","Let's all be extremely vigilant and remind one another of the crucial #infectionprevention measures
#HandHygiene + https://t.co/K4D3atZORW"
2723912350,eddiedixon461,242,0,,1,144,1,,Wonder how many will be brave enough not wear a mask.??? and if the ball goes into the crowd will it have to be san https://t.co/o50NcT1a9j
7387912,dolfinbin,28,22073,,0,32,0,,"RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
1.22797E+18,bucketman1982,131,0,jwalkerrt79,3,197,2,"Florida, USA",@jwalkerrt79 @Moraima_4 @dcFaddy @jaa1980 @OrlandoCitySC @ExploriaStadium I remember the shade Miami were getting f https://t.co/J4zY1YmIuU
935890525,ala_ala_pat_pat,51,1341,,0,348,0,,RT @daniellis__: healthcare workers have been missing holidays for decades to care for you. you can miss one year to care for them. - @Dr
7.97839E+17,mimiclarice,718,0,,0,1016,7,,Wear a mask. Follow the guidelines.  https://t.co/EDGAdFicK1
9.7442E+17,PalmaPechy,411,0,,3,1121,1,"Vancouver, British Columbia",I bought a face mask from the BCSPCA and made a donation.
8.07967E+17,zikidlin,862,263,,0,430,7,,"RT @squareoceans: I love that kai didnt limit himself to a specific style. hes giving us classy all black, margiela deconstruction, stree"
1.26977E+18,jeremy_hume,2710,0,kevalston123,4,666,17,Oxford,@kevalston123 @SkyNews Spain's lockdown was very strict. In Spain masks are mandatory indoors and outdoors. Despite https://t.co/XOgWJVafPb
1.00906E+18,MomofTwonodigit,9266,1,,23,9959,6,"German Expatriate, blue mama in a red county","Happy Thanksgiving everyone. Enjoy your dinner, knowing that Biden and Harris will take over in January. Stay safe https://t.co/Wx8SEldGti"
3332543943,barryoleary77,16643,0,Suedoswede,0,12033,32,England,@Suedoswede My wife is selling these on Etsy and ships worldwide best of all they work and can be cleaned and reuse https://t.co/gIVO9WgAp9
1.18602E+18,abilymaggie,193,168,,0,375,0,,RT @ragipsoylu: French Police violently beats up a music producer and utters racist remarks such as dirty nigger in a suspected racist at
1.15342E+18,Jamie_254,502,0,iantn84,0,688,1,"North West, England",@iantn84 Couldnt think of anything worse than sitting in a block on my own with a face mask on freezing my arse off.
75878285,matt_vaden,215,0,,0,192,14,"Oxford, MS","All of them!! 

In other news...at least one of them IS riding in their car to grandmas, alone, with their mask o https://t.co/keWqGoeZg7"
3050630246,mrthompson891,587,0,_West_Ham_Utd_,1,874,1,,@_West_Ham_Utd_ I dont wear a mask or fuck all sooner people start kicking off instead of nodding along it will so https://t.co/0xYpEcZxJt
2659159082,S4toToShio,273,77830,,0,410,9,太陽系,RT @SunsetSoFresh: I told my daughter to grab her mask so we can go to the store. This was the mask she grabbed. https://t.co/JQdRZltCSv
1.23487E+18,wootangcreates,53,0,cbcnewsbc,1,409,0,,@cbcnewsbc Belligerent bylaw officer issued an illegal fine to a patron while at restaurant. Later the judge found https://t.co/Bp5V7r5zBH
9.88043E+17,MaryEllenBella4,5396,1325,,0,5814,2,,"RT @DrTomFrieden: Eating inside a restaurant is not a good idea right now, even if tables are spaced six feet apart. Indoor space with poor"
3127424993,manojbathre75,954,5,,0,1451,2,,"RT @DrPalakVermaINC: Its important to keep yourself and others secured from #Corona .
Todays Mask Distribution Dedicated to the Divine So"
3439092645,grendel1970,1018,0,BBCDouglasF,0,775,11,,@BBCDouglasF @BBCScotlandNews The mask slips... https://t.co/RzAtdCQKoB
20065945,Calderdale,22816,2,Calderdale,8,349,406,"Yorkshire, UK","There are three big things we can all do to help reduce the #COVID19 infection rate in Calderdale. 

 Avoid contac https://t.co/xqcK1VoXHW"
7.39298E+17,Fried49G,369,1,,0,597,1,Denver CO,"RT @mubazieric: @nytimes Wear a mask, for your good and the good of others https://t.co/rh3v6pmKWB"
258041019,jpc913,227,191,,0,648,0,"Lancaster, NY","RT @RickChapterTwo: Its time we tax the church. If they are going to use the supreme court for decision making, then they need to pay for"
3232654929,MajikaZulJin,6045,587,,0,6419,1,Florida,"RT @ShadBegum: Correct way to wear mask. 

Have a blessed day ! 

#COVIDSecondWave 
#COVID19 https://t.co/AWDl7hEVXp"
1.13004E+18,TeresabDB62,1188,3,,0,723,10,,RT @RErbium: @RonniSalt The extent of the corruption and rorts and mismanagement is astounding! NSW govt and Morrison et al are all crooks.
1.26824E+18,ArjayDerbyshire,79,24,,0,110,0,Somewhere in Worcestershire.,"RT @plutoslovechild: Should someone with angina be wearing a mask, is it ethical for the medical profession to stay quite about this"
7.80292E+17,Danny_Baek23,35,246,,0,232,2,,RT @bestof100hyun: when baekhyun removes his mask and reveals his beautiful bare face  https://t.co/NQW4hiUZbE
1.32254E+18,David76538603,2,0,starlift1233,0,47,0,,@starlift1233 @nprpolitics Dont forget to mask up! Your baby sniffer will mandate it ! Free will !?
250172137,greatpoets,2739,5,,0,3331,32,London UK,"RT @firefly1379: @P4triQt My doctor said I can still have safe sex with my girlfriend but I must use a mask , well I thought the condom did"
1.16928E+18,AlanSteeleStee1,334,222,,0,652,0,,"RT @Lordgreyofponty: My daughter told me last night she's been having dreams of people pinning her down and forcing a mask on her face.

Sh"
1.18813E+18,BriG45653453,8,8,,0,85,0,,"RT @BaraiywoJaphet: Social distancing and wearing mask is an act of kindness! Someone else is alive today because you were careful.
#Angami"
1354431487,debbie_shulman,5088,12,,0,5566,3,"Maryland, USA",RT @voteblue77: Have a happy and safe thanksgiving and please wear a mask  pass it on  https://t.co/f8X2wxpRXP
1172810126,SouthwoodTerry,7846,5,,0,8421,9,United Kingdom,RT @alexandrabulat: Im on a bus and 2 out of the 4 people here have their nose out of their mask and I am so tempted to say something but
1.32584E+18,tre1102734147,1,0,DianaL24286041,0,152,0,,@DianaL24286041 @10TampaBay Maybe you should stop going around infecting everyone with your germs. You touch your m https://t.co/dhaJdXN7Eo
103214588,tb220,171,10,,0,815,13,Sweden,RT @sammesterton: Swedes are more afraid of the mask than the virus.
1.26527E+18,Jerzy33392868,43,370,,0,706,1,,"RT @Ariesdominus: Melbourne teenager is choked unconscious and thrown to the floor like a rag doll by hotel security, for not wearing a mas"
26098575,amgirl,128,30,,0,293,0,USA,"RT @CopWithAttitude: Happy Thanksgiving to everyone, except mask Karens, people who drive the exact speed limit or under in the right lane,"
8.76101E+17,Stackitpacket,948,12,,0,2163,23,,RT @Saint_Dici: Driving alone with a mask on will be a meme for peak low IQ for the next 100 years
1.31013E+18,sungjinuniverse,88,17,,0,92,0,that 'grow together' type love,RT @toyoilohu: W: I'm happy nowadays. I'm saying this again &amp; again but... I really like the smell of dawn. We can't go out without mask no
458611778,SarahDixon18,294,0,Anshul__K,4,97,2,London,"@Anshul__K Ah but if people just followed the rules they would! don't be selfish, people! wear a damned mask!

Sarc https://t.co/ugru9nlfm3"
1.20119E+18,mxiiithaa,65,0,,0,462,0,United Arab Emirates,Forgetting your mask is a thing now!!:)
1.18813E+18,BriG45653453,8,6,,0,85,0,,"RT @amjunior6: @ItsMagaki @MOH_Kenya @Amref_Kenya @EUinKenya @YEDNetworkKe #VoteMashaaAtKalasha 
@Amref_Kenya 
Wearing a mask protects you"
1.14429E+18,Ellissj1,197,0,,0,179,2,,Wear a #vrs graphene mask  https://t.co/OZuhHiKDq3
3054368501,srsintilde,140,253,,0,413,1,Queti,RT @DarkNetflixDE: Be like Jonas and wear your mask. https://t.co/usoQNTqzAX
1.19607E+18,BrummieBoy5,561,9264,,0,870,3,,"RT @Oobahs: Tried my new mask argument with a taxi driver. Wasn't wearing one &amp; was angry about mine. 'I like the anonymity,' I said. Wer"
26239724,jenn_cervella,684,0,big_nkrumah,1,1241,16,"Washington, DC",@big_nkrumah Bruh i saw an impromptu drag show yesterday with at least 50 people crowded around a queen who had a f https://t.co/oyhU4prKhO
37889206,JINX2001,848,0,,0,943,35,Brighton UK / Tampa Bay USA,"You know that feeling, when you wake up around 5:am &amp; your running late, &amp; you accidentally put your wife's underwe https://t.co/NdPQMSIG29"
1.10654E+18,louistxangel,1131,0,,1,1060,53,she/her,but why is he not wearing a mask? is it recent? https://t.co/jnrFzNsGay
331353529,theLthatgofar,265,22073,,0,1065,0,New  Jersey,"RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
9.07921E+17,emmm_513,47,123904,,0,96,0,,RT @larissegg: if I see another nose hanging out of a mask...... https://t.co/9uROHWdTng
1.30519E+18,pvdteacher1,25,2,,0,34,0,,RT @in_providence: @nbc10_brian @GovRaimondo Nope. Im pulling my kid &amp; putting her on virtual learning. I see no benefit in having her spe
211966267,RealityIsThin,3795,0,sophiesphere1,1,3668,194,The monsters are real.,@sophiesphere1 Have you talked to your doctor about being treated for anxiety? Mine has ramped up hardcore in recen https://t.co/B3VBEEODjw
4430084894,iiimyuuuu,215,866,,0,1299,4,Sydney || ENG-CHI,"RT @btstranslation7: .@bts_twt's ""we love you army"" vlive summary thread:

- jungkook was wearing a mask with a face (complete with eyes, a"
97326399,MishBelle,2944,79,,0,3026,20,"Tampa, FL",RT @BoSnerdley: DeSantis extends order preventing Floridians from being penalized over mask violations https://t.co/uXUjfXTtwQ #FoxNews
1155627960,lhui_98,70,703,,0,130,1,,"RT @DearGoodPeople: Pro life Justice Amy Coney Barrett who attended the superspreader event at the White House announcing her nomination, w"
1.31676E+18,Happychappy585,24,0,sophlmiddleton,0,102,0,,@sophlmiddleton @TeamKnowhowUK They really are unbelievable Sophie. You will get a different random person messagin https://t.co/BtQ9mifp2r
200555185,StuBram2,389,9264,,0,379,16,Super Bowl Jail,"RT @Oobahs: Tried my new mask argument with a taxi driver. Wasn't wearing one &amp; was angry about mine. 'I like the anonymity,' I said. Wer"
635198147,paul_konko,4107,162,,0,3772,4,PTA/JHB,"RT @SudRestaurant: This coming Sun, we bring u @OskidoIBelieves Birthday Experiencewith @TheRealThebe &amp; @nokwazidlams
for live performan"
844186632,KevinTavris,22,0,idealnashville,3,4,1,,@idealnashville @Ethan53398783 @USVoter2076 @justindsweeney @LLinWood @realDonaldTrump He didn't create the virus. https://t.co/GtflfBuqOa
7.1597E+17,DeplorableBride,14046,81,,0,13871,82,"Texas, USA","RT @Brusocrew5: When you show up for Thanksgiving without a mask...

https://t.co/DDuxdfVjaE"
19063323,NME,902654,0,,19,3201,14365,London,Jon Bon Jovi and other famous residents of the state have also joined the #MaskUpNJ campaign https://t.co/d4045vxZug
310317528,KinggOogbodo,343,326,,0,74,4,,"RT @aproko_doctor: If I notice you're the kind of person who doesn't wear masks and takes their protection lightly, I'd never invite you to"
3251211861,StaryObserwator,902,370,,0,1082,7,,"RT @Ariesdominus: Melbourne teenager is choked unconscious and thrown to the floor like a rag doll by hotel security, for not wearing a mas"
43109507,deep470,388,9264,,0,590,38,Lübeck,"RT @Oobahs: Tried my new mask argument with a taxi driver. Wasn't wearing one &amp; was angry about mine. 'I like the anonymity,' I said. Wer"
2517844728,itooamontheweb,152,0,maltatoday,0,149,1,Malta,@maltatoday Mandatory mask wearing out doors is making zero difference to reducing the numbers..
2990462717,tedthemedic,18,0,TomiLahren,0,309,2,,@TomiLahren If your inconsiderate towards your fellow Americans and choose to go out and possibly infect others by https://t.co/SvxI8IHdR9
149190911,jerryreardon,611,703,,0,856,9,"Columbia, SC","RT @DearGoodPeople: Pro life Justice Amy Coney Barrett who attended the superspreader event at the White House announcing her nomination, w"
331178901,KeeleyMP,25799,22073,,0,1129,661,,"RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
1.02482E+18,bbmom1,8,1341,,0,38,0,,RT @daniellis__: healthcare workers have been missing holidays for decades to care for you. you can miss one year to care for them. - @Dr
32303346,chrisvanka,33,0,justinamash,0,243,4,"Brooklyn, NY","@justinamash Im all First Amendment, but they dont believe in mask!! When their rights are more important than my https://t.co/SmKduBWZ1C"
80364879,KieranEdits,372,9264,,0,350,24,UK,"RT @Oobahs: Tried my new mask argument with a taxi driver. Wasn't wearing one &amp; was angry about mine. 'I like the anonymity,' I said. Wer"
2178902347,grav3yardba6y,255,3959,,0,456,2,Hollywood Forever,"RT @Boringstein: COVID has gotten this bad not because of people seeing families, not because of socializing, not even solely because of th"
390093002,AmiKeene,80,266,,0,134,1,,RT @DrEricDing: SOUTH DAKOTACEO of Sanford Health resigns after telling employees he wouldn't wear a mask because he already had #COVID19.
9.97139E+17,ForceOfGaia,550,587,,0,1359,1,,"RT @ShadBegum: Correct way to wear mask. 

Have a blessed day ! 

#COVIDSecondWave 
#COVID19 https://t.co/AWDl7hEVXp"
9.11651E+17,irisilia_,74,11,,0,332,1,Deutschland,"RT @ziyedyusufayoub: POLICE BRUTALITY
As France is trying to outlaw sharing videos of police, this producer and his talent were the victims"
160373363,Adriene26,479,1780,,0,1130,31,,"RT @Cleavon_MD: It makes ZERO sense to wear a mask into a restaurant then take it off inside, sit shoulder to shoulder, talk, shout and spe"
23258358,mark_barr,681,2741,,0,1651,16,"Arkansas, USA","RT @DrEricDing: BREAKINGWyoming Governor Mark Gordon tests positive for #COVID19. 

 4 days ago: Same governor forgoes mask mandate. htt"
3332543943,barryoleary77,16643,0,Greengrumbler,1,12033,32,England,@Greengrumbler @pengraiggoch My wife is selling these on Etsy and ships worldwide best of all they work and can be https://t.co/iDjJw8HS8d
635198147,paul_konko,4107,139,,0,3772,4,PTA/JHB,"RT @Thembi_Bal: SUD SATURDAY PRESENTS
Morris All White  Birthday Celebration 28 Nov20
Invite your friends and come party with

687"
1.32684E+18,SiegelGeorge6,18,1471,,0,209,0,Phoenix Arizona ,RT @SenKamalaHarris: During the holidays its important we do everything we can to prevent COVID-19 from spreading. That means practicing s
534336170,WillyMasterson,2344,2,,0,2898,6,"Paragould, AR","RT @Ben_Fred: This weeks @stltoday chat greatest hits are up. The NHL season is gonna happen, right? Thoughts on Carlos mask fiasco, Car"
2412932892,amyelizabxth_,1214,0,,8,547,4,UK/Norway,"People who ""don't believe in covid"" and don't think its real are so fucking dumb. It's not fucking Santa Claus. It' https://t.co/jc6pC0NlM1"
31410049,DaveEngledow,2483,1831,,0,375,44,"Takoma Park, MD",RT @BrentTerhune: If I see one more person wearing a mask while theyre alone in their car Im gonna mind my own goddamn business because w
9.21387E+17,jonginnniebear,48,263,,0,138,0,,"RT @squareoceans: I love that kai didnt limit himself to a specific style. hes giving us classy all black, margiela deconstruction, stree"
241270967,ArtieGar,14,22073,,0,335,0,,"RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
364441286,NaftaJohn,152,2710,,0,162,2,,"RT @Matthew_4_Trump: True story.

I just walked past the ""FACE MASK REQUIRED"" sign at the store like I always do. While I was checking out"
1.29638E+18,LoriACash,206,3,,0,141,3,"Norfolk, Virginia","RT @TweetsbyTrudee: SOLD. Scarf &amp; Face Mask Duo. Theme: 'Rustic Rose.' Thank you to the customer from Osceola, U.S.A. for your  purchase. T"
1.32944E+18,coffeecreamfun,8,230,,0,68,0,"Niagara Falls, NY","RT @DaFeid: Stockholm, 2020.

Check out the video before you claim: ""... but Sweden has the same measures""

Guaranteed mask-free. https://t"
127547640,lowrad57,4408,3,,0,4972,3,United States,"RT @gscucci: It's Thanksgiving, November 26 and we still haven't stopped talking about the pandemic on the news as trump said would happen"
8.16685E+17,NOJOgolf,478,274,,0,1016,7,"Maryland, USA","RT @copter_chief: I laid in a binjo ditch, in 34 degrees, while raining, for 4 hours, MOPP level 4 gear, after working a 12 hour shift, dur"
762585504,TeresaPriem,319,2741,,0,832,18,"Northridge, CA","RT @DrEricDing: BREAKINGWyoming Governor Mark Gordon tests positive for #COVID19. 

 4 days ago: Same governor forgoes mask mandate. htt"
1.07651E+18,hirakook_,20,9798,,0,80,0,,RT @btsarmy2018x: Jungkooks face mask is an actual FACE so he put it over his eyes...I CANT SJSKSK https://t.co/bZqMmkj5pB
3439092645,grendel1970,1018,1,,0,775,11,,"Another #LordHawHaw at the #StateBroadcaster lets the mask slip.
""Scottish banknotes are just something to irritate https://t.co/qt7hirkxds"
563865272,monurertugrul,42,168,,0,168,0,,RT @ragipsoylu: French Police violently beats up a music producer and utters racist remarks such as dirty nigger in a suspected racist at
1.30544E+18,Gugu__Shange,1071,139,,0,1066,0,,"RT @Thembi_Bal: SUD SATURDAY PRESENTS
Morris All White  Birthday Celebration 28 Nov20
Invite your friends and come party with

687"
134773652,ItsMagaki,11995,17,,20,12747,5,Location Not Found,"Lets educate our young siblings on the importance of following the @MOH_Kenya
guidelines.
Wear mask
Wash hands
Prac https://t.co/Irsht7Vto3"
191496418,Jo_Barnes,1441,102,,0,921,246,Australia,"RT @StefSimanowitz: Is it blue side in or blue side out?

For the first 4 months the UK &amp; US govts told us we didnt need to use face mas"
1.00317E+18,jazzwoman1992,201,4,,0,1399,3,,"RT @Actually_Tina: Shed off the work clothes to head to the airport. Wish me luck braving traffick fml

Yes my mask is a periodic table. I"
109016258,Franklin_Yartey,375,1,,0,44,26,"Iowa, USA","RT @chloeebestt: @Franklin_Yartey I think as time went on with Covid, it was not as new to us anymore and we started to understand how dead"
45365156,_RedFrog,3667,6,,0,1254,755,Everywhere.,"RT @StefSimanowitz: After 4 months of prevarication on masks, the UK &amp; US shifted

Trump &amp; Johnson were both photographed wearing a mask fo"
97045154,catherinebh,3062,0,AlexBerenson,0,4957,40,California,"@AlexBerenson @Phil_Johnson_ Lock downs &amp; the masks are deadly for people over 70. For the rest of us, wearing them https://t.co/UdawJbmLVy"
39000552,ruthiedavis,232,1325,,0,477,0,,"RT @DrTomFrieden: Eating inside a restaurant is not a good idea right now, even if tables are spaced six feet apart. Indoor space with poor"
2164708020,TheNobleGaming,2894,0,,13,3876,213,"England, United Kingdom","Im so damn tired. I know its the worst, but just STAY INSIDE, PEOPLE. If you have to go out, wear a mask. Its that simple "
333545921,lcarb4all,236,0,LoriSums,0,547,7,,@LoriSums @scotusreporter @TxsleuthUSA Actually they can look at the data and science and see lockdown and mask do https://t.co/9NWinunRq5
1.26795E+18,fashbasher2,0,0,LindaWardCBC,0,0,0,,@LindaWardCBC Why is his mask off?
38748444,1MirandaAllen,776,1780,,0,601,95,"Rinky-Dink, West Virginia","RT @Cleavon_MD: It makes ZERO sense to wear a mask into a restaurant then take it off inside, sit shoulder to shoulder, talk, shout and spe"
1616315958,harryrwargo,28,499,,0,178,0,,"RT @Cleavon_MD: A prayer has been answered! OMG he's alive! John Place who was infected with COVID19 by his son survives. ""Wear your mask,"
178099428,AllFreeSewing,4987,1,,1,263,74,,7 Holiday Face Mask Patterns https://t.co/8ZFjmXEASr
7.16479E+17,DianaBr61584794,716,22073,,0,190,4,,"RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
1032469500,iscijulian,79,168,,0,404,0,"Wien, Österreich",RT @ragipsoylu: French Police violently beats up a music producer and utters racist remarks such as dirty nigger in a suspected racist at
1.10138E+18,The_Only_Mid,65,1,,3,25,0,,"Happy Thanksgivings! Hope peoples have a good one and stay safe! Wear mask and wash your hands!
#Thanksgiving https://t.co/vronFiknAv"
294641790,KelleyLi1974,1019,22073,,0,1630,5,"Central City ,U.S. Earth Prime","RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
4305622994,katracin,4362,191,,0,4355,2,Boston Ma,"RT @RickChapterTwo: Its time we tax the church. If they are going to use the supreme court for decision making, then they need to pay for"
9.78336E+17,wshIwererunning,153,22073,,0,892,1,"North Carolina, USA","RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
23696276,HOUBizJournal,47191,0,,0,1310,1141,Houston,"Mask mandates can help boost consumer spending, a recent study found, and the impact was greatest among sectors hea https://t.co/Jpx4WRot0U"
46843977,StamkosHedman,273,227,,0,1369,5,Canada,"RT @ninoboxer: You think the mask shaming is bad, wait till the vaccine shaming begins and youre treated like lepers.."
291649832,CodyPick,77,0,FloppyChicken92,0,51,2,"West Midlands, England",@FloppyChicken92 I just dont get the logic of wear a mask to protect one another and yourself but dont sing. Sin https://t.co/CosDyrZXmR
1.13013E+18,mrHappy35012480,12,0,RobBayliss4,0,50,0,United States,@RobBayliss4 @ImHereForTheC15 @DianeNamm @MSNBC Just wear a mask!
17653405,csiswim,689,266,,0,740,63,USA,RT @DrEricDing: SOUTH DAKOTACEO of Sanford Health resigns after telling employees he wouldn't wear a mask because he already had #COVID19.
1.20518E+18,nora_olivia04,137,0,,0,317,1,,"Dear mask producers,
CAN YOU PLEASE MAKE MASKS THAT DONT FCKING BREAK AFTER 2 SECONDS??? THIS IS THE T H I R D TIM https://t.co/SbZGRV8176"
1.18742E+18,Mask_official_,1044,2,,5,451,0,"Thanjavur🌾, India","Mass uh 
#Ayalaan https://t.co/m9HW2Y88wq"
1.26584E+18,ClintGunter2,163,0,whiteribbon,0,110,1,,@whiteribbon @ToddSmithPC @WomenON You are  abusive towards women. Women are forced in ON to wear a mask on their f https://t.co/oWOK2KZl14
1.16919E+18,TequilaHamon,591,3959,,0,1392,5,"Hell, MI","RT @Boringstein: COVID has gotten this bad not because of people seeing families, not because of socializing, not even solely because of th"
1.23745E+18,Klimaraecher,1193,230,,0,1876,3,Ruhrgebiet,"RT @DaFeid: Stockholm, 2020.

Check out the video before you claim: ""... but Sweden has the same measures""

Guaranteed mask-free. https://t"
104902542,realProfessor_X,562,0,UpstairsSwimmer,1,233,22, RA 14h39m37s|Dec -60° 50′ 2″ ,"@UpstairsSwimmer I understand. I think people read my initial tweet and saw, trample my rights as a no masker cal https://t.co/qJb4vtNawd"
52411838,JeremyNgZL,281,22073,,0,328,3,Kuala Lumpur,"RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
8.24767E+17,herbbrooks26,132,1325,,0,421,2,,"RT @DrTomFrieden: Eating inside a restaurant is not a good idea right now, even if tables are spaced six feet apart. Indoor space with poor"
1861370738,CubeCraftGames,74037,1,,73,107,36,IP: play.cubecraft.net,"Tiki Mask do be lookin' fresh tho 

https://t.co/ftQsQCbDP3 https://t.co/vw4hy7nIRj"
2432988960,mutyamparo,377,4,,0,428,0,4331,"RT @riyanportuguez: Stop being complacent. Wash your hands, do social distancing, wear face mask and face shields, stay hydrated, and get e"
32496789,WLOS_13,78186,0,,5,732,878,"Asheville, NC","Governor Cooper's new executive order includes a potential $1,000 fine for anyone who doesn't mask-up in required p https://t.co/2Aru7TxRvL"
117564531,Karen_Pickell,1893,1325,,0,2345,61,Surrounded by water,"RT @DrTomFrieden: Eating inside a restaurant is not a good idea right now, even if tables are spaced six feet apart. Indoor space with poor"
8.70053E+17,MoMoSayz,2402,0,,1,3921,0,"Denver, CO",I give thanks to all of my healthcare peers and their continued sacrifice of themselves and their families.  We all https://t.co/PEJIJFudqN
9.17008E+17,simon_petero,44,6,,0,122,0,Eldoret,"RT @LinAndie2: Sensitization at it's best in huruma Eld!!
Wear a mask..
Sanitize/ wash hands and stay safe..
Only we can combat this pandem"
1.16065E+18,OldHippieSOUL1,7,2,Reuters,7,133,0,"Oregon, USA",@Reuters I just don't understand if the Gov can make you wear a seat belt to save your life why is it so hard to we https://t.co/VFy3jJmoOC
7.76116E+17,feinberg_linda,477,637,,0,270,0,,RT @funder: Happy Thanksgiving! Please stay home. If you go out wear a mask and distance.
587984675,Mac_Gotti48,1242,0,,0,2742,0,,I kno for a fact her mask smell like shit
140510763,groupabarbados,257,266,,0,874,0,"Callas, France",RT @DrEricDing: SOUTH DAKOTACEO of Sanford Health resigns after telling employees he wouldn't wear a mask because he already had #COVID19.
1.33156E+18,brexitisthick,737,0,,5,454,0,,These #KBF morons are unbelievable. I've anti-bodies and I wear a mask to protect their parents not myself. intolerable.
1.16502E+18,moonbreeze2,630,1325,,0,1175,1,,"RT @DrTomFrieden: Eating inside a restaurant is not a good idea right now, even if tables are spaced six feet apart. Indoor space with poor"
1.12828E+18,TheDragonsfire_,146,0,RitaPanahi,3,211,0,"Mesa, AZ","@RitaPanahi Use the word ""science"" to their leverage in a discussion about mask, yet out the window it goes for the https://t.co/wXboIgQqef"
17813763,TZezula,236,3,,3,911,7,"New York, USA",Wear a damn mask! So tired of the Republican anti-mask agenda. We could have had this epidemic under better control https://t.co/fyzQkd0fod
2407011920,SandraPoppys1,470,0,,0,426,54,"England, United Kingdom","Leather Face Mask, Steampunk Mask https://t.co/utH6w1pn3t  #HandmadeMask https://t.co/n0wN4F5Nw8"
546541187,dichondrablue,107,11,,0,862,0,,"RT @fifteenforty: First we had the great N95 shortage of 202
 the hand sanitiser shortage
 the surgical mask shortage
 the face shield s"
1.17528E+18,chinesejimi,815,30,,0,830,3,𝙵𝙴𝙼𝙰 𝚁𝚎𝚐𝚒𝚘𝚗 🆅,"RT @BerwickJeff: If I told you a year ago that wearing a mask over your mouth and nose all day, every day, would probably have some health"
1.28724E+18,tayama12333,7,2367,,0,42,1,,"RT @CoryBooker: Please, please wear a mask."
1.26888E+18,Ezekiel40688951,15,22073,,0,39,1,,"RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
9.01238E+17,sashat5709,25,1,,0,65,0,,RT @TeamMercedesUK: @MercedesAMGF1 @F1 @LewisHamilton Lewis fuels rumours of staying at Mercedes by wearing a Mercedes face mask 
8.24727E+17,Annabean82,129,1341,,0,632,0,,RT @daniellis__: healthcare workers have been missing holidays for decades to care for you. you can miss one year to care for them. - @Dr
2556967117,Deeenst,4916,1,,0,1196,25,United States,"RT @RatherNazaket: #COVIDSecondWave
Correct way to wear mask. 

Have a blessed day ! 

#COVIDSecondWave 
#COVID19 https://t.co/Yf3iVCZzr7"
451192624,CarlosdelRio7,36321,1,,44,1306,884,"Atlanta, GA","Kemp stands pat as White House, experts urge action to combat virus surge https://t.co/N53QVfvXse I agree with https://t.co/wceo0tpviU"
324695030,exc_t_,798,225,,0,435,0,,"RT @ILNDBOI: So my family except for me caught COVID so now Im officially unemployed and homeless. 
I still have some mask for sale in my"
1.32228E+18,squareoceans,39,263,,543,31,0,K开I,"I love that kai didnt limit himself to a specific style. hes giving us classy all black, margiela deconstruction, https://t.co/CeS1M3Ojdl"
296843521,iamlabby,485,1,,0,569,10,,RT @ElJefe__: @Nwankpa_A Some misyarn is actually mask removal.
2248163179,_jvm2222,843,0,CBSThisMorning,0,3000,0,"Fort Lauderdale, FL","@CBSThisMorning Retired Military
Voter precinct volunteer
as technician and food bank volunteer, wore a mask since https://t.co/CQ3LBMsopk"
9.06089E+17,SoyianCate,132,3,,4,133,0,Kenya,"Komesha Corona
Put on your mask well, sanitize and keep physical distance 
#AngamizaCorona 
#Angamizacoronaug https://t.co/Oh5nRlzWzO"
1.33185E+18,AbelMetto,2,6,,0,41,0,,"RT @LinAndie2: Sensitization at it's best in huruma Eld!!
Wear a mask..
Sanitize/ wash hands and stay safe..
Only we can combat this pandem"
1.23644E+18,Tree4justice,2572,22073,,0,4978,5,"New Hartford, NY","RT @BarackObama: Lets all do our part this Thanksgiving to keep people safe and healthy. Celebrate virtually, if you can. Wear a mask. And"
